#gene_id	#GO_term	#Description
default-0_c74846|m.50425	GO:0008652	cellular amino acid biosynthetic process
default-0_c74846|m.50425	GO:0055114	oxidation-reduction process
default-0_rep_c13558|m.11069	GO:0006633	fatty acid biosynthetic process
default-0_rep_c13558|m.11069	GO:0008152	metabolic process
default-0_dn_rep_c109|m.131	GO:0006412	translation
default-0_rep_c55395|m.38078	GO:0006412	translation
default-0_rep_c91472|m.59545	GO:0006633	fatty acid biosynthetic process
default-0_rep_c48454|m.33557	GO:0006412	translation
default-0_rep_c56978|m.39174	GO:0006508	proteolysis
default-0_rep_c61001|m.41736	GO:0005975	carbohydrate metabolic process
default-0_rep_c26970|m.20468	GO:0006412	translation
default-0_rep_c34961|m.24886	GO:0006468	protein phosphorylation
default-0_rep_c55652|m.38278	GO:0006450	regulation of translational fidelity
default-0_dn_rep_c68515|m.45973	GO:0000413	protein peptidyl-prolyl isomerization
default-0_dn_rep_c68515|m.45973	GO:0006457	protein folding
default-0_rep_c66233|m.44835	GO:0030150	protein import into mitochondrial matrix
default-0_rep_c70484|m.46768	GO:0046907	intracellular transport
default-0_rep_c50172|m.34712	GO:0007094	mitotic spindle assembly checkpoint
default-0_rep_c48945|m.33905	GO:0006412	translation
default-0_rep_c113362|m.69874	GO:0055114	oxidation-reduction process
default-0_rep_c9902|m.8341	GO:0006468	protein phosphorylation
default-0_rep_c62639|m.42722	GO:0006633	fatty acid biosynthetic process
default-0_rep_c27960|m.21026	GO:0006096	glycolytic process
default-0_rep_c59495|m.40768	GO:0006508	proteolysis
default-0_rep_c9127|m.7714	GO:0015991	ATP hydrolysis coupled proton transport
default-0_c77841|m.52367	GO:0006096	glycolytic process
default-0_rep_c61081|m.41782	GO:0000160	phosphorelay signal transduction system
default-0_rep_c74280|m.49965	GO:0007165	signal transduction
default-0_rep_c74280|m.49965	GO:0015031	protein transport
default-0_rep_c74280|m.49965	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c66203|m.44812	GO:0055114	oxidation-reduction process
default-0_rep_c66203|m.44812	GO:0006979	response to oxidative stress
default-0_c90792|m.59266	GO:0006508	proteolysis
default-0_rep_c1790|m.1539	GO:0006414	translational elongation
default-0_rep_c46116|m.31975	GO:0006839	mitochondrial transport
default-0_rep_c44838|m.31051	GO:0006412	translation
default-0_c38393|m.26792	GO:0006468	protein phosphorylation
default-0_rep_c42063|m.28919	GO:0006486	protein glycosylation
default-0_c52910|m.36343	GO:0006412	translation
default-0_rep_c63148|m.43038	GO:0006412	translation
default-0_rep_c29160|m.21752	GO:0006508	proteolysis
default-0_rep_c5172|m.4560	GO:0006412	translation
default-0_rep_c57604|m.39572	GO:0019752	carboxylic acid metabolic process
default-0_rep_c57604|m.39572	GO:0055114	oxidation-reduction process
default-0_rep_c94174|m.60762	GO:0015979	photosynthesis
default-0_rep_c7389|m.6362	GO:0006468	protein phosphorylation
default-0_rep_c64772|m.43982	GO:0006412	translation
default-0_rep_c46993|m.32570	GO:0006452	translational frameshifting
default-0_rep_c46993|m.32570	GO:0045901	positive regulation of translational elongation
default-0_rep_c46993|m.32570	GO:0045905	positive regulation of translational termination
default-0_rep_c59352|m.40671	GO:0006412	translation
default-0_c35714|m.25280	GO:0006887	exocytosis
default-0_c85145|m.56617	GO:0055114	oxidation-reduction process
default-0_rep_c1704|m.1464	GO:0008152	metabolic process
default-0_c42212|m.29019	GO:0019752	carboxylic acid metabolic process
default-0_rep_c54121|m.37172	GO:0000398	mRNA splicing, via spliceosome
default-0_c72641|m.48726	GO:0006468	protein phosphorylation
default-0_rep_c63100|m.43001	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c107127|m.66344	GO:0015031	protein transport
default-0_rep_c88798|m.58419	GO:0006351	transcription, DNA-templated
default-0_rep_c114461|m.70510	GO:0006396	RNA processing
default-0_rep_c64759|m.43974	GO:0006412	translation
default-0_rep_c23153|m.17928	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c6623|m.5741	GO:0007264	small GTPase mediated signal transduction
default-0_c90090|m.58985	GO:0010468	regulation of gene expression
default-0_rep_c4278|m.3767	GO:0006886	intracellular protein transport
default-0_rep_c4278|m.3767	GO:0016192	vesicle-mediated transport
default-0_c17465|m.13916	GO:0005975	carbohydrate metabolic process
default-0_rep_c61262|m.41899	GO:0006412	translation
default-0_rep_c52269|m.35971	GO:0015937	coenzyme A biosynthetic process
default-0_c9182|m.7761	GO:0015991	ATP hydrolysis coupled proton transport
default-0_rep_c50721|m.35060	GO:0006950	response to stress
default-0_rep_c50721|m.35060	GO:0009415	response to water
default-0_rep_c46574|m.32272	GO:0008152	metabolic process
default-0_rep_c3379|m.2955	GO:0005975	carbohydrate metabolic process
default-0_rep_c3379|m.2955	GO:0006098	pentose-phosphate shunt
default-0_rep_c60567|m.41491	GO:0006096	glycolytic process
default-0_rep_c10197|m.8574	GO:0015031	protein transport
default-0_c34978|m.24898	GO:0006289	nucleotide-excision repair
default-0_c59375|m.40687	GO:0005975	carbohydrate metabolic process
default-0_c74801|m.50381	GO:0006099	tricarboxylic acid cycle
default-0_c74801|m.50381	GO:0055114	oxidation-reduction process
default-0_rep_c7004|m.6046	GO:0007165	signal transduction
default-0_rep_c7004|m.6046	GO:0015031	protein transport
default-0_rep_c7004|m.6046	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c93459|m.60416	GO:0006412	translation
default-0_c19372|m.15307	GO:0055085	transmembrane transport
default-0_c47366|m.32833	GO:0006508	proteolysis
default-0_rep_c68687|m.46071	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c68687|m.46071	GO:0006457	protein folding
default-0_rep_c91728|m.59660	GO:0006412	translation
default-0_c8854|m.7506	GO:0016226	iron-sulfur cluster assembly
default-0_rep_c115216|m.70923	GO:0006099	tricarboxylic acid cycle
default-0_rep_c115216|m.70923	GO:0055114	oxidation-reduction process
default-0_rep_c13456|m.11004	GO:0006508	proteolysis
default-0_rep_c14412|m.11700	GO:0006621	protein retention in ER lumen
default-0_rep_c51454|m.35494	GO:0006470	protein dephosphorylation
default-0_rep_c39874|m.27658	GO:0005975	carbohydrate metabolic process
default-0_rep_c39874|m.27658	GO:0019752	carboxylic acid metabolic process
default-0_rep_c39874|m.27658	GO:0055114	oxidation-reduction process
default-0_rep_c38305|m.26727	GO:0006414	translational elongation
default-0_dn_rep_c1109|m.985	GO:0042254	ribosome biogenesis
default-0_rep_c68614|m.46026	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c68614|m.46026	GO:0006457	protein folding
default-0_rep_c68614|m.46027	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c68614|m.46027	GO:0006457	protein folding
default-0_rep_c80394|m.54022	GO:0006556	S-adenosylmethionine biosynthetic process
default-0_rep_c80394|m.54023	GO:0006556	S-adenosylmethionine biosynthetic process
default-0_rep_c15224|m.12277	GO:0008152	metabolic process
default-0_rep_c15224|m.12277	GO:0009231	riboflavin biosynthetic process
default-0_c88173|m.58176	GO:0006412	translation
default-0_c70996|m.47258	GO:0055114	oxidation-reduction process
default-0_c70996|m.47259	GO:0055114	oxidation-reduction process
default-0_rep_c75497|m.50867	GO:0006412	translation
default-0_rep_c53040|m.36438	GO:0034220	ion transmembrane transport
default-0_rep_c53040|m.36438	GO:0015991	ATP hydrolysis coupled proton transport
default-0_rep_c103551|m.64606	GO:0006662	glycerol ether metabolic process
default-0_rep_c103551|m.64606	GO:0045454	cell redox homeostasis
default-0_c101020|m.63564	GO:0006260	DNA replication
default-0_rep_c54190|m.37208	GO:0006810	transport
default-0_rep_c61894|m.42291	GO:0009765	photosynthesis, light harvesting
default-0_rep_c42513|m.29203	GO:0008152	metabolic process
default-0_rep_c42426|m.29154	GO:0015689	molybdate ion transport
default-0_rep_c23348|m.18058	GO:0006869	lipid transport
default-0_rep_c45554|m.31593	GO:0000398	mRNA splicing, via spliceosome
default-0_rep_c14413|m.11703	GO:0048513	animal organ development
default-0_rep_c14413|m.11703	GO:0042761	very long-chain fatty acid biosynthetic process
default-0_rep_c14413|m.11703	GO:0030154	cell differentiation
default-0_rep_c14413|m.11703	GO:0006457	protein folding
default-0_rep_c57583|m.39558	GO:0006468	protein phosphorylation
default-0_rep_c52139|m.35886	GO:0006886	intracellular protein transport
default-0_rep_c52139|m.35886	GO:0006810	transport
default-0_rep_c52139|m.35886	GO:0016192	vesicle-mediated transport
default-0_dn_rep_c341|m.376	GO:0006412	translation
default-0_rep_c39535|m.27473	GO:0006334	nucleosome assembly
default-0_rep_c10379|m.8707	GO:0015979	photosynthesis
default-0_rep_c36762|m.25884	GO:0006468	protein phosphorylation
default-0_rep_c56836|m.39067	GO:0006468	protein phosphorylation
default-0_c17114|m.13659	GO:0015914	phospholipid transport
default-0_rep_c95086|m.61183	GO:0015979	photosynthesis
default-0_rep_c2330|m.2037	GO:0006412	translation
default-0_rep_c57063|m.39224	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c45404|m.31478	GO:0006412	translation
default-0_rep_c252|m.293	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_c80644|m.54162	GO:0005975	carbohydrate metabolic process
default-0_rep_c55627|m.38260	GO:0008152	metabolic process
default-0_c7359|m.6339	GO:0006099	tricarboxylic acid cycle
default-0_rep_c18796|m.14885	GO:0006730	one-carbon metabolic process
default-0_rep_c49731|m.34449	GO:0006801	superoxide metabolic process
default-0_rep_c49731|m.34449	GO:0055114	oxidation-reduction process
default-0_rep_c111829|m.69082	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
default-0_rep_c4784|m.4225	GO:0006412	translation
default-0_c16833|m.13461	GO:0006468	protein phosphorylation
default-0_rep_c56957|m.39155	GO:0009765	photosynthesis, light harvesting
default-0_rep_c86454|m.57305	GO:0006434	seryl-tRNA aminoacylation
default-0_rep_c86454|m.57305	GO:0006418	tRNA aminoacylation for protein translation
default-0_rep_c48217|m.33404	GO:0006412	translation
default-0_rep_c351|m.387	GO:0009765	photosynthesis, light harvesting
default-0_rep_c1411|m.1226	GO:0008152	metabolic process
default-0_rep_c36494|m.25721	GO:0009058	biosynthetic process
default-0_rep_c55650|m.38275	GO:0006520	cellular amino acid metabolic process
default-0_rep_c25406|m.19469	GO:0055114	oxidation-reduction process
default-0_c19794|m.15628	GO:0008152	metabolic process
default-0_rep_c53887|m.37011	GO:0009638	phototropism
default-0_rep_c72448|m.48545	GO:0008380	RNA splicing
default-0_c7571|m.6510	GO:0006352	DNA-templated transcription, initiation
default-0_rep_c54278|m.37267	GO:0006032	chitin catabolic process
default-0_rep_c54278|m.37267	GO:0016998	cell wall macromolecule catabolic process
default-0_rep_c1379|m.1205	GO:0015976	carbon utilization
default-0_rep_c99075|m.62786	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c103763|m.64685	GO:0006412	translation
default-0_c106615|m.66000	GO:0000398	mRNA splicing, via spliceosome
default-0_rep_c62824|m.42847	GO:0006412	translation
default-0_rep_c89974|m.58934	GO:0015991	ATP hydrolysis coupled proton transport
default-0_rep_c1621|m.1395	GO:0000398	mRNA splicing, via spliceosome
default-0_rep_c76035|m.51208	GO:0055085	transmembrane transport
default-0_rep_c56335|m.38749	GO:0007017	microtubule-based process
default-0_rep_c56668|m.38959	GO:0006412	translation
default-0_rep_c20771|m.16337	GO:0015979	photosynthesis
default-0_rep_c46637|m.32321	GO:0008152	metabolic process
default-0_rep_c65626|m.44484	GO:0008152	metabolic process
default-0_rep_c56787|m.39036	GO:0006508	proteolysis
default-0_c15034|m.12133	GO:0006355	regulation of transcription, DNA-templated
default-0_dn_rep_c22750|m.17659	GO:0006810	transport
default-0_rep_c1824|m.1573	GO:0005975	carbohydrate metabolic process
default-0_rep_c53266|m.36599	GO:0006452	translational frameshifting
default-0_rep_c53266|m.36599	GO:0045901	positive regulation of translational elongation
default-0_rep_c53266|m.36599	GO:0045905	positive regulation of translational termination
default-0_rep_c48916|m.33883	GO:0006412	translation
default-0_rep_c111280|m.68848	GO:0006468	protein phosphorylation
default-0_rep_c29704|m.22084	GO:0006886	intracellular protein transport
default-0_rep_c29704|m.22084	GO:0016192	vesicle-mediated transport
default-0_rep_c30892|m.22789	GO:0006096	glycolytic process
default-0_rep_c43756|m.30205	GO:0006412	translation
default-0_c72401|m.48505	GO:0006526	arginine biosynthetic process
default-0_rep_c34177|m.24497	GO:0042398	cellular modified amino acid biosynthetic process
default-0_rep_c21765|m.17008	GO:0006468	protein phosphorylation
default-0_rep_c29160|m.21751	GO:0006508	proteolysis
default-0_rep_c61749|m.42210	GO:0006414	translational elongation
default-0_rep_c43624|m.30092	GO:0046836	glycolipid transport
default-0_rep_c65504|m.44407	GO:0006412	translation
default-0_c49547|m.34320	GO:0007094	mitotic spindle assembly checkpoint
default-0_rep_c476|m.510	GO:0006508	proteolysis
default-0_rep_c381|m.420	GO:0015991	ATP hydrolysis coupled proton transport
default-0_c60779|m.41619	GO:0030001	metal ion transport
default-0_rep_c64500|m.43830	GO:0006412	translation
default-0_c114266|m.70401	GO:0055114	oxidation-reduction process
default-0_c114266|m.70401	GO:0019752	carboxylic acid metabolic process
default-0_c39973|m.27721	GO:0006508	proteolysis
default-0_rep_c11388|m.9444	GO:0006412	translation
default-0_rep_c60032|m.41108	GO:0006412	translation
default-0_c11353|m.9419	GO:0006629	lipid metabolic process
default-0_c11353|m.9419	GO:0008152	metabolic process
default-0_rep_c100307|m.63261	GO:0006096	glycolytic process
default-0_c30085|m.22331	GO:0042254	ribosome biogenesis
default-0_rep_c44311|m.30649	GO:0008152	metabolic process
default-0_c93283|m.60340	GO:0000910	cytokinesis
default-0_c93283|m.60340	GO:0000226	microtubule cytoskeleton organization
default-0_rep_c65925|m.44656	GO:0006694	steroid biosynthetic process
default-0_rep_c55001|m.37769	GO:0007021	tubulin complex assembly
default-0_rep_c83317|m.55615	GO:0006807	nitrogen compound metabolic process
default-0_rep_c37348|m.26193	GO:0006869	lipid transport
default-0_rep_c513|m.547	GO:0055114	oxidation-reduction process
default-0_c9267|m.7836	GO:0005975	carbohydrate metabolic process
default-0_rep_c46767|m.32415	GO:0005975	carbohydrate metabolic process
default-0_rep_c33107|m.23950	GO:0015979	photosynthesis
default-0_rep_c35103|m.24969	GO:0015074	DNA integration
default-0_rep_c87697|m.57974	GO:0009765	photosynthesis, light harvesting
default-0_c18143|m.14396	GO:0006468	protein phosphorylation
default-0_c99421|m.62909	GO:0005975	carbohydrate metabolic process
default-0_rep_c93727|m.60552	GO:0006166	purine ribonucleoside salvage
default-0_rep_c75587|m.50923	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c27942|m.21017	GO:0008152	metabolic process
default-0_c36501|m.25725	GO:0006468	protein phosphorylation
default-0_rep_c52793|m.36274	GO:0006414	translational elongation
default-0_rep_c48287|m.33450	GO:0006418	tRNA aminoacylation for protein translation
default-0_rep_c34375|m.24600	GO:0015074	DNA integration
default-0_rep_c23863|m.18395	GO:0006412	translation
default-0_c14981|m.12094	GO:0006379	mRNA cleavage
default-0_c14981|m.12094	GO:0006378	mRNA polyadenylation
default-0_c10821|m.9036	GO:0006508	proteolysis
default-0_c109310|m.67800	GO:0016192	vesicle-mediated transport
default-0_c13068|m.10702	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c24871|m.19096	GO:0006633	fatty acid biosynthetic process
default-0_rep_c24871|m.19096	GO:0008152	metabolic process
default-0_rep_c24871|m.19096	GO:0008610	lipid biosynthetic process
