#gene_id	#GO_term	#Description
default-0_c22206|m.17306	GO:0031072	heat shock protein binding
default-0_c22206|m.17306	GO:0051082	unfolded protein binding
default-0_rep_c85091|m.56597	GO:0005515	protein binding
default-0_rep_c54936|m.37727	GO:0005515	protein binding
default-0_rep_c95336|m.61309	GO:0003735	structural constituent of ribosome
default-0_rep_c103569|m.64616	GO:0016157	sucrose synthase activity
default-0_rep_c25407|m.19470	GO:0003735	structural constituent of ribosome
default-0_rep_c110143|m.68270	GO:0051082	unfolded protein binding
default-0_rep_c110143|m.68270	GO:0005524	ATP binding
default-0_rep_c18721|m.14823	GO:0004525	ribonuclease III activity
default-0_rep_c18721|m.14823	GO:0003723	RNA binding
default-0_rep_c12691|m.10427	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c12691|m.10427	GO:0008270	zinc ion binding
default-0_rep_c56012|m.38544	GO:0003735	structural constituent of ribosome
default-0_rep_c49829|m.34507	GO:0016787	hydrolase activity
default-0_rep_c57292|m.39362	GO:0008270	zinc ion binding
default-0_rep_c57292|m.39362	GO:0016491	oxidoreductase activity
default-0_rep_c48964|m.33920	GO:0008080	N-acetyltransferase activity
default-0_c74516|m.50159	GO:0003677	DNA binding
default-0_rep_c87467|m.57839	GO:0008233	peptidase activity
default-0_rep_c85663|m.56888	GO:0003676	nucleic acid binding
default-0_rep_c1910|m.1653	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c1910|m.1653	GO:0003676	nucleic acid binding
default-0_rep_c42959|m.29542	GO:0046982	protein heterodimerization activity
default-0_rep_c42959|m.29542	GO:0003677	DNA binding
default-0_c39697|m.27556	GO:0004177	aminopeptidase activity
default-0_c39697|m.27556	GO:0008270	zinc ion binding
default-0_c74058|m.49810	GO:0008168	methyltransferase activity
default-0_rep_c44402|m.30725	GO:0005515	protein binding
default-0_c94111|m.60727	GO:0008270	zinc ion binding
default-0_c94111|m.60727	GO:0005515	protein binding
default-0_c94111|m.60727	GO:0004842	ubiquitin-protein transferase activity
default-0_c44625|m.30891	GO:0016301	kinase activity
default-0_c44625|m.30891	GO:0008974	phosphoribulokinase activity
default-0_c44625|m.30891	GO:0005524	ATP binding
default-0_rep_c86066|m.57112	GO:0005524	ATP binding
default-0_rep_c86066|m.57112	GO:0004672	protein kinase activity
default-0_c92024|m.59810	GO:0003735	structural constituent of ribosome
default-0_c10816|m.9032	GO:0003824	catalytic activity
default-0_c108605|m.67347	GO:0005515	protein binding
default-0_rep_c7477|m.6437	GO:0003824	catalytic activity
default-0_rep_c7477|m.6437	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c115994|m.71310	GO:0004497	monooxygenase activity
default-0_c115994|m.71310	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c115994|m.71310	GO:0005506	iron ion binding
default-0_c115994|m.71310	GO:0020037	heme binding
default-0_rep_c29921|m.22217	GO:0016740	transferase activity
default-0_rep_c15216|m.12272	GO:0003735	structural constituent of ribosome
default-0_dn_rep_c68141|m.45807	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c15231|m.12284	GO:0003735	structural constituent of ribosome
default-0_rep_c12747|m.10460	GO:0005524	ATP binding
default-0_rep_c12747|m.10460	GO:0004672	protein kinase activity
default-0_rep_c15397|m.12407	GO:0005524	ATP binding
default-0_rep_c15397|m.12407	GO:0004672	protein kinase activity
default-0_rep_c38111|m.26621	GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity
default-0_rep_c38111|m.26621	GO:0016491	oxidoreductase activity
default-0_rep_c43206|m.29740	GO:0003735	structural constituent of ribosome
default-0_rep_c44179|m.30547	GO:0003735	structural constituent of ribosome
default-0_c48631|m.33670	GO:0003824	catalytic activity
default-0_c48631|m.33670	GO:0050662	coenzyme binding
default-0_c54528|m.37434	GO:0005507	copper ion binding
default-0_c54528|m.37434	GO:0016491	oxidoreductase activity
default-0_c87817|m.58027	GO:0008233	peptidase activity
default-0_rep_c320|m.354	GO:0003735	structural constituent of ribosome
default-0_rep_c24343|m.18751	GO:0046872	metal ion binding
default-0_rep_c24343|m.18751	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
default-0_rep_c26497|m.20187	GO:0005509	calcium ion binding
default-0_rep_c71125|m.47377	GO:0003824	catalytic activity
default-0_rep_c55465|m.38130	GO:0003735	structural constituent of ribosome
default-0_c86498|m.57332	GO:0004371	glycerone kinase activity
default-0_rep_c8964|m.7590	GO:0003677	DNA binding
default-0_rep_c90251|m.59049	GO:0051536	iron-sulfur cluster binding
default-0_c7115|m.6133	GO:0003676	nucleic acid binding
default-0_c7115|m.6133	GO:0000166	nucleotide binding
default-0_rep_c13088|m.10717	GO:0004497	monooxygenase activity
default-0_rep_c13088|m.10717	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c13088|m.10717	GO:0005506	iron ion binding
default-0_rep_c13088|m.10717	GO:0020037	heme binding
default-0_rep_c108930|m.67569	GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity
default-0_rep_c72139|m.48295	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c58786|m.40316	GO:0003735	structural constituent of ribosome
default-0_c20198|m.15958	GO:0003824	catalytic activity
default-0_c20198|m.15958	GO:0030246	carbohydrate binding
default-0_c20198|m.15958	GO:0016853	isomerase activity
default-0_rep_c3801|m.3328	GO:0005515	protein binding
default-0_rep_c27098|m.20528	GO:0003924	GTPase activity
default-0_rep_c27098|m.20528	GO:0005525	GTP binding
default-0_c19838|m.15667	GO:0003824	catalytic activity
default-0_c19838|m.15667	GO:0043169	cation binding
default-0_rep_c61464|m.42027	GO:0003824	catalytic activity
default-0_c80033|m.53796	GO:0005506	iron ion binding
default-0_c80033|m.53796	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c80033|m.53796	GO:0020037	heme binding
default-0_rep_c5000|m.4410	GO:0004175	endopeptidase activity
default-0_rep_c5000|m.4410	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c26328|m.20055	GO:0003735	structural constituent of ribosome
default-0_rep_c12812|m.10501	GO:0003779	actin binding
default-0_rep_c12812|m.10501	GO:0051015	actin filament binding
default-0_c70677|m.46961	GO:0016491	oxidoreductase activity
default-0_c13286|m.10854	GO:0005515	protein binding
default-0_c30262|m.22426	GO:0016787	hydrolase activity
default-0_c29405|m.21910	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_rep_c33807|m.24306	GO:0005215	transporter activity
default-0_c75280|m.50725	GO:0003824	catalytic activity
default-0_c75280|m.50725	GO:0004722	protein serine/threonine phosphatase activity
default-0_rep_c32687|m.23721	GO:0003677	DNA binding
default-0_rep_c32687|m.23721	GO:0046982	protein heterodimerization activity
default-0_rep_c13060|m.10697	GO:0003924	GTPase activity
default-0_rep_c13060|m.10697	GO:0005525	GTP binding
default-0_rep_c103172|m.64460	GO:0015171	amino acid transmembrane transporter activity
default-0_rep_c109751|m.68051	GO:0005515	protein binding
default-0_rep_c109751|m.68051	GO:0005509	calcium ion binding
default-0_rep_c109751|m.68051	GO:0051082	unfolded protein binding
default-0_rep_c7445|m.6409	GO:0005509	calcium ion binding
default-0_rep_c103249|m.64492	GO:0003746	translation elongation factor activity
default-0_rep_c106264|m.65832	GO:0005515	protein binding
default-0_rep_c102506|m.64202	GO:0003824	catalytic activity
default-0_rep_c102506|m.64202	GO:0030170	pyridoxal phosphate binding
default-0_rep_c76439|m.51484	GO:0008168	methyltransferase activity
default-0_rep_c53840|m.36979	GO:0015035	protein disulfide oxidoreductase activity
default-0_rep_c53840|m.36979	GO:0009055	electron carrier activity
default-0_rep_c115074|m.70850	GO:0003723	RNA binding
default-0_rep_c104143|m.64870	GO:0004563	beta-N-acetylhexosaminidase activity
default-0_rep_c104143|m.64870	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c86107|m.57125	GO:0016787	hydrolase activity
default-0_rep_c8144|m.6967	GO:0005515	protein binding
default-0_rep_c66354|m.44908	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c66354|m.44908	GO:0003676	nucleic acid binding
default-0_c76448|m.51487	GO:0042578	phosphoric ester hydrolase activity
default-0_c76448|m.51487	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
default-0_rep_c49085|m.34019	GO:0003924	GTPase activity
default-0_rep_c49085|m.34019	GO:0005525	GTP binding
default-0_rep_c114845|m.70733	GO:0008234	cysteine-type peptidase activity
default-0_dn_rep_c43891|m.30314	GO:0003723	RNA binding
default-0_dn_rep_c43891|m.30314	GO:0003746	translation elongation factor activity
default-0_dn_rep_c43891|m.30314	GO:0043022	ribosome binding
default-0_rep_c79945|m.53743	GO:0008236	serine-type peptidase activity
default-0_rep_c99476|m.62930	GO:0016787	hydrolase activity
default-0_rep_c64066|m.43558	GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
default-0_rep_c64066|m.43558	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_rep_c64066|m.43558	GO:0005524	ATP binding
default-0_rep_c58104|m.39914	GO:0046872	metal ion binding
default-0_c79946|m.53744	GO:0004185	serine-type carboxypeptidase activity
default-0_rep_c84228|m.56132	GO:0003723	RNA binding
default-0_c108473|m.67260	GO:0008483	transaminase activity
default-0_c108473|m.67260	GO:0030170	pyridoxal phosphate binding
default-0_c108473|m.67260	GO:0003824	catalytic activity
default-0_rep_c2938|m.2564	GO:0008565	protein transporter activity
default-0_c32502|m.23615	GO:0043531	ADP binding
default-0_rep_c21075|m.16519	GO:0004129	cytochrome-c oxidase activity
default-0_rep_c21075|m.16519	GO:0005507	copper ion binding
default-0_rep_c5442|m.4769	GO:0047134	protein-disulfide reductase activity
default-0_c72910|m.48920	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c115917|m.71267	GO:0046982	protein heterodimerization activity
default-0_c46774|m.32419	GO:0003924	GTPase activity
default-0_c46774|m.32419	GO:0005525	GTP binding
default-0_rep_c8085|m.6914	GO:0016491	oxidoreductase activity
default-0_rep_c99916|m.63102	GO:0005524	ATP binding
default-0_rep_c99916|m.63102	GO:0003677	DNA binding
default-0_rep_c21360|m.16725	GO:0008146	sulfotransferase activity
default-0_rep_c5182|m.4569	GO:0003735	structural constituent of ribosome
default-0_rep_c5182|m.4569	GO:0000166	nucleotide binding
default-0_rep_c22284|m.17349	GO:0008270	zinc ion binding
default-0_rep_c22284|m.17349	GO:0003677	DNA binding
default-0_c55882|m.38446	GO:0004664	prephenate dehydratase activity
default-0_c55882|m.38446	GO:0016597	amino acid binding
default-0_rep_c86481|m.57323	GO:0003824	catalytic activity
default-0_rep_c86481|m.57323	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_rep_c112971|m.69653	GO:0004871	signal transducer activity
default-0_rep_c46546|m.32248	GO:0003677	DNA binding
default-0_rep_c4379|m.3860	GO:0005215	transporter activity
default-0_rep_c55940|m.38496	GO:0003924	GTPase activity
default-0_rep_c55940|m.38496	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c55940|m.38496	GO:0005525	GTP binding
default-0_rep_c55940|m.38495	GO:0003924	GTPase activity
default-0_rep_c55940|m.38495	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c55940|m.38495	GO:0005525	GTP binding
default-0_rep_c34823|m.24823	GO:0016491	oxidoreductase activity
default-0_rep_c9735|m.8201	GO:0046982	protein heterodimerization activity
default-0_rep_c9735|m.8201	GO:0003677	DNA binding
default-0_c41229|m.28415	GO:0008641	small protein activating enzyme activity
default-0_rep_c104882|m.65215	GO:0004828	serine-tRNA ligase activity
default-0_rep_c104882|m.65215	GO:0005524	ATP binding
default-0_rep_c104882|m.65215	GO:0000166	nucleotide binding
default-0_rep_c1488|m.1284	GO:0016787	hydrolase activity
default-0_c43548|m.30034	GO:0003735	structural constituent of ribosome
default-0_c80571|m.54123	GO:0005515	protein binding
default-0_rep_c5565|m.4864	GO:0016157	sucrose synthase activity
default-0_rep_c131|m.157	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_rep_c49054|m.33993	GO:0003735	structural constituent of ribosome
default-0_rep_c12556|m.10326	GO:0003723	RNA binding
default-0_rep_c12556|m.10326	GO:0003743	translation initiation factor activity
default-0_c30210|m.22399	GO:0016149	translation release factor activity, codon specific
default-0_c92464|m.60006	GO:0008270	zinc ion binding
default-0_c92464|m.60006	GO:0016491	oxidoreductase activity
default-0_c45262|m.31379	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
default-0_rep_c66148|m.44776	GO:0016760	cellulose synthase (UDP-forming) activity
default-0_rep_c32992|m.23884	GO:0030246	carbohydrate binding
default-0_c112247|m.69276	GO:0003677	DNA binding
default-0_rep_c20689|m.16285	GO:0046872	metal ion binding
default-0_rep_c20689|m.16285	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
default-0_rep_c51720|m.35656	GO:0005507	copper ion binding
default-0_rep_c51720|m.35656	GO:0016491	oxidoreductase activity
default-0_rep_c20422|m.16125	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c87366|m.57788	GO:0004812	aminoacyl-tRNA ligase activity
default-0_c87366|m.57788	GO:0016874	ligase activity
default-0_c87366|m.57788	GO:0005524	ATP binding
default-0_c87366|m.57788	GO:0000166	nucleotide binding
default-0_rep_c24426|m.18800	GO:0005524	ATP binding
default-0_rep_c49023|m.33975	GO:0004392	heme oxygenase (decyclizing) activity
default-0_rep_c11101|m.9246	GO:0016760	cellulose synthase (UDP-forming) activity
default-0_c24529|m.18874	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity
default-0_c24529|m.18874	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c14968|m.12087	GO:0005506	iron ion binding
default-0_rep_c14968|m.12087	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c14968|m.12087	GO:0020037	heme binding
default-0_rep_c92339|m.59955	GO:0008017	microtubule binding
default-0_rep_c40934|m.28280	GO:0004568	chitinase activity
default-0_rep_c62830|m.42850	GO:0003735	structural constituent of ribosome
default-0_rep_c34|m.39	GO:0005524	ATP binding
default-0_rep_c1789|m.1538	GO:0004869	cysteine-type endopeptidase inhibitor activity
default-0_c84994|m.56547	GO:0052689	carboxylic ester hydrolase activity
default-0_rep_c32684|m.23719	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c87081|m.57631	GO:0005524	ATP binding
default-0_rep_c87081|m.57631	GO:0004672	protein kinase activity
default-0_c43850|m.30284	GO:0016787	hydrolase activity
default-0_rep_c7407|m.6374	GO:0005515	protein binding
default-0_c100251|m.63234	GO:0005516	calmodulin binding
default-0_rep_c70491|m.46771	GO:0016866	intramolecular transferase activity
default-0_rep_c7421|m.6384	GO:0004402	histone acetyltransferase activity
default-0_rep_c7421|m.6384	GO:0003712	transcription cofactor activity
default-0_rep_c7421|m.6384	GO:0008270	zinc ion binding
default-0_c36836|m.25926	GO:0004252	serine-type endopeptidase activity
default-0_rep_c116606|m.71631	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_c84963|m.56526	GO:0016762	xyloglucan:xyloglucosyl transferase activity
default-0_c84963|m.56526	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c8944|m.7572	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c8944|m.7572	GO:0003677	DNA binding
default-0_c112791|m.69551	GO:0016746	transferase activity, transferring acyl groups
